0 ,0 ,0
0 ,0.0153846 ,0.000236686
0 ,0.0307692 ,0.000946746
0 ,0.0461538 ,0.00213018
0 ,0.0615385 ,0.00378698
0 ,0.0769231 ,0.00591716
0 ,0.0923077 ,0.00852071
0 ,0.107692 ,0.0115976
0 ,0.123077 ,0.0151479
0 ,0.138462 ,0.0191716
0 ,0.153846 ,0.0236686
0 ,0.169231 ,0.0286391
0 ,0.184615 ,0.0340828
0 ,0.2 ,0.04
0 ,0.215385 ,0.0463905
0 ,0.230769 ,0.0532544
0 ,0.246154 ,0.0605917
0 ,0.261538 ,0.0684024
0 ,0.276923 ,0.0766864
0 ,0.292308 ,0.0854438
0 ,0.307692 ,0.0946746
0 ,0.323077 ,0.104379
0 ,0.338462 ,0.114556
0 ,0.353846 ,0.125207
0 ,0.369231 ,0.136331
0 ,0.384615 ,0.147929
0 ,0.4 ,0.16
0 ,0.415385 ,0.172544
0 ,0.430769 ,0.185562
0 ,0.446154 ,0.199053
0 ,0.461538 ,0.213018
0 ,0.476923 ,0.227456
0 ,0.492308 ,0.242367
0 ,0.507692 ,0.257751
0 ,0.523077 ,0.273609
0 ,0.538462 ,0.289941
0 ,0.553846 ,0.306746
0 ,0.569231 ,0.324024
0 ,0.584615 ,0.341775
0 ,0.6 ,0.36
0 ,0.615385 ,0.378698
0 ,0.630769 ,0.39787
0 ,0.646154 ,0.417515
0 ,0.661538 ,0.437633
0 ,0.676923 ,0.458225
0 ,0.692308 ,0.47929
0 ,0.707692 ,0.500828
0 ,0.723077 ,0.52284
0 ,0.738462 ,0.545325
0 ,0.753846 ,0.568284
0 ,0.769231 ,0.591716
0 ,0.784615 ,0.615621
0 ,0.8 ,0.64
0 ,0.815385 ,0.664852
0 ,0.830769 ,0.690178
0 ,0.846154 ,0.715976
0 ,0.861538 ,0.742249
0 ,0.876923 ,0.768994
0 ,0.892308 ,0.796213
0 ,0.907692 ,0.823905
0 ,0.923077 ,0.852071
0 ,0.938462 ,0.88071
0 ,0.953846 ,0.909822
0 ,0.969231 ,0.939408
0 ,0.984615 ,0.969467
0.0153846 ,0 ,0.000236686
0.0153846 ,0.0153846 ,0.00280443
0.0153846 ,0.0307692 ,0.00537221
0.0153846 ,0.0461538 ,0.00812717
0.0153846 ,0.0615385 ,0.0111573
0.0153846 ,0.0769231 ,0.014511
0.0153846 ,0.0923077 ,0.0182177
0.0153846 ,0.107692 ,0.0222976
0.0153846 ,0.123077 ,0.0267649
0.0153846 ,0.138462 ,0.0316304
0.0153846 ,0.153846 ,0.0369025
0.0153846 ,0.169231 ,0.0425878
0.0153846 ,0.184615 ,0.0486918
0.0153846 ,0.2 ,0.055219
0.0153846 ,0.215385 ,0.0621732
0.0153846 ,0.230769 ,0.0695577
0.0153846 ,0.246154 ,0.0773752
0.0153846 ,0.261538 ,0.0856282
0.0153846 ,0.276923 ,0.0943188
0.0153846 ,0.292308 ,0.103449
0.0153846 ,0.307692 ,0.11302
0.0153846 ,0.323077 ,0.123033
0.0153846 ,0.338462 ,0.133491
0.0153846 ,0.353846 ,0.144393
0.0153846 ,0.369231 ,0.15574
0.0153846 ,0.384615 ,0.167535
0.0153846 ,0.4 ,0.179776
0.0153846 ,0.415385 ,0.192466
0.0153846 ,0.430769 ,0.205604
0.0153846 ,0.446154 ,0.21919
0.0153846 ,0.461538 ,0.233226
0.0153846 ,0.476923 ,0.247712
0.0153846 ,0.492308 ,0.262647
0.0153846 ,0.507692 ,0.278031
0.0153846 ,0.523077 ,0.293866
0.0153846 ,0.538462 ,0.310149
0.0153846 ,0.553846 ,0.326883
0.0153846 ,0.569231 ,0.344065
0.0153846 ,0.584615 ,0.361696
0.0153846 ,0.6 ,0.379776
0.0153846 ,0.615385 ,0.398304
0.0153846 ,0.630769 ,0.417279
0.0153846 ,0.646154 ,0.4367
0.0153846 ,0.661538 ,0.456567
0.0153846 ,0.676923 ,0.476879
0.0153846 ,0.692308 ,0.497635
0.0153846 ,0.707692 ,0.518833
0.0153846 ,0.723077 ,0.540473
0.0153846 ,0.738462 ,0.562551
0.0153846 ,0.753846 ,0.585067
0.0153846 ,0.769231 ,0.608019
0.0153846 ,0.784615 ,0.631404
0.0153846 ,0.8 ,0.655219
0.0153846 ,0.815385 ,0.679461
0.0153846 ,0.830769 ,0.704126
0.0153846 ,0.846154 ,0.72921
0.0153846 ,0.861538 ,0.754707
0.0153846 ,0.876923 ,0.780611
0.0153846 ,0.892308 ,0.806913
0.0153846 ,0.907692 ,0.833602
0.0153846 ,0.923077 ,0.860665
0.0153846 ,0.938462 ,0.88808
0.0153846 ,0.953846 ,0.915819
0.0153846 ,0.969231 ,0.943834
0.0153846 ,0.984615 ,0.972035
0.0307692 ,0 ,0.000946746
0.0307692 ,0.0153846 ,0.00537221
0.0307692 ,0.0307692 ,0.0096106
0.0307692 ,0.0461538 ,0.0138491
0.0307692 ,0.0615385 ,0.0182045
0.0307692 ,0.0769231 ,0.0227519
0.0307692 ,0.0923077 ,0.0275419
0.0307692 ,0.107692 ,0.0326105
0.0307692 ,0.123077 ,0.0379841
0.0307692 ,0.138462 ,0.0436832
0.0307692 ,0.153846 ,0.0497237
0.0307692 ,0.169231 ,0.0561185
0.0307692 ,0.184615 ,0.0628782
0.0307692 ,0.2 ,0.0700117
0.0307692 ,0.215385 ,0.0775263
0.0307692 ,0.230769 ,0.0854286
